id,naam,productLabel,maatschappijId,isRetention,isClosable,contractSoort,contractKind,elektraTariefType,gasTariefType,looptijd,contractDurationMonths,looptijdText,smartMeterRequired,toonAkkoordSlimmeMeter,inzichtelijk,helptBesparen,overigeDiensten,additionalConsentQuestion,actieToelichting,elektraGroenIndex,gasGroenIndex,priceQualityScore,priceQualityScoreWithDiscount,bestChoiceIndex,bestChoiceIndexWithDiscount,aandachtspunten,vendorName,contractTermAmounts_monthlyTermAmounts_termExclDiscountExclTaxReduction,contractTermAmounts_monthlyTermAmounts_termExclDiscountInclTaxReduction,contractTermAmounts_monthlyTermAmounts_termInclDiscountExclTaxReduction,contractTermAmounts_monthlyTermAmounts_termInclDiscountInclTaxReduction,contractTermAmounts_yearlyTermAmounts_termExclDiscountExclTaxReduction,contractTermAmounts_yearlyTermAmounts_termExclDiscountInclTaxReduction,contractTermAmounts_yearlyTermAmounts_termInclDiscountExclTaxReduction,contractTermAmounts_yearlyTermAmounts_termInclDiscountInclTaxReduction,scoreOverview_averageScore,scoreOverview_numberOfReviews,scoreOverview_hasEnoughReviewsToShow,prijsdetails_stroomLeveringstarief,prijsdetails_stroomLeveringstariefHoog,prijsdetails_stroomLeveringstariefLaag,prijsdetails_stroomVasteLeveringskosten,prijsdetails_stroomTerugleververgoeding,prijsdetails_stroomTerugleververgoedingHoog,prijsdetails_stroomTerugleververgoedingLaag,prijsdetails_stroomVasteTerugleveringskosten,prijsdetails_stroomDynamischLeveringstarief,prijsdetails_stroomInkoopvergoeding,prijsdetails_electricityFeedInCostPerKWh,prijsdetails_gasLeveringstarief,prijsdetails_gasVasteLeveringskosten,prijsdetails_gasDynamischLeveringstarief,prijsdetails_gasInkoopvergoeding,prijsdetails_extraKosten,prijsdetails_electricityTotalAnnualCost,prijsdetails_gasTotalAnnualCost,prijsdetails_usedOpwekkingBerekenMethodeDubbeleMeter,bonusTekstLang,bonusTekst,discountAmount,discountAmountPerYear,segment
11279,Nederlandse Windstroom & Aardgas met Natuur voor Morgen 2 jaar,2 jaar,17,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,24 maanden,False,False,True,True,True,,,2,1,-15.1570881722,-15.1570881722,8,23,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden.\nVanaf dat moment veranderen de terugleverkosten naar € 0,05049 per kWh en de teruglevergoeding naar € 0,05300 per kWh.\nWil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Greenchoice,80.49,27.56,80.49,27.56,965.88,330.69,965.88,330.69,7.7,2180,True,0.0,0.23902,0.25112,9.32,0.16,0.16,0.16,0.0,0.0,0.0,0.15246,1.24832,8.19,0.0,0.0,0.0,-55.61084,386.30048,0,,,,,
12608,Groen uit Nederland 3 jaar Stroom & Gas Vast,3 jaar,75,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,2,0,-18.0626889458,-18.0626889458,23,29,"['Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 mei 2028.Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Vattenfall,83.14,30.21,83.14,30.21,997.71,362.52,997.71,362.52,0.0,0,False,0.0,0.326624,0.326624,11.9911,0.168,0.168,0.168,0.0,0.0,0.0,0.0,1.393747,8.9903,0.0,0.0,0.0,-46.3288,408.847083,0,"Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 mei 2028.Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.",,0.0,,
13057,Stroom van Hollandse Kust & Vaste prijs Gas 1 jaar,1 jaar,75,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,0,-13.2126889458,15.5373110542,1,1,['Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 april 2026.'],Vattenfall,78.29,25.36,49.54,-3.39,939.48,304.29,594.48,-40.71,0.0,0,False,0.0,0.28984,0.28984,9.2444,0.168,0.168,0.168,0.0,0.0,0.0,0.0,1.24528,7.985833333333333,0.0,0.0,0.0,-79.2892,383.57992,0,"Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 mei 2026.Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 345,- korting",345.0,345.0,
12747,2 jaar Zeker (Nederlandse zonnepanelen en windmolens én CO2-gecompenseerd gas),2 jaar,79,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,2 jaar,False,False,True,True,True,,,2,1,-20.284888559,-8.204888559,33,15,"['Na het afsluiten bij Coolblue Energie ontvang je een iDEAL-betaalverzoek. Betaal uiterlijk 3 dagen vóór de start van je contract. Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Cool Blue Energy,85.5,32.56,73.41,20.48,1025.96,390.77,880.96,245.77,7.5,111,True,0.0,0.253661,0.234664,14.99311,0.055,0.055,0.055,0.0,0.0,0.0,0.0,1.291381,8.49904,0.0,0.0,0.0,-3.07268,393.841389,0,"Na het afsluiten bij Coolblue Energie ontvang je een iDEAL-betaalverzoek. Betaal uiterlijk 3 dagen vóór de start van je contract. Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 290,- korting",290.0,145.0,
10096,Groene stroom & Gas 1 jaar Vast,1 jaar,86,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,1,0,-29.8443423802,1.3256576198,38,4,[],Mega,91.03,38.1,59.86,6.93,1092.35,457.16,718.35,83.16,5.7,119,True,0.0,0.27248,0.26046,11.595833333333333,0.05,0.05,0.05,6.31,0.0,0.0,0.0,1.22349,11.595833333333333,0.0,0.0,0.0,32.2,424.96061,1,,"€ 374,- korting",374.0,374.0,
13591,100% Groene stroom uit Nederland & Gas met CO2 compensatie 2 jaar Vast met Korting,2 jaar,36,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,24 maanden,False,False,True,True,True,,,2,1,-15.2926889458,-3.6326889458,11,10,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Powerpeers,80.38,27.44,68.71,15.78,964.51,329.32,824.51,189.32,0.0,0,False,0.0,0.358931,0.358931,9.995,0.236071,0.15,0.15,0.0,0.0,0.0,0.0,1.338813,8.990010833333333,0.0,0.0,0.0,-74.638544,403.954487,2,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 280,- korting",280.0,140.0,
11455,Europese Stroom en Gas 3 jaar Vast,3 jaar,82,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,1,0,-20.082142767,-20.082142767,31,35,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Innova Energy,81.14,28.21,81.14,28.21,973.69,338.5,973.69,338.5,5.5,13,True,0.0,0.2614292,0.2465583,7.965833333333333,0.05,0.05,0.05,3.345833333333333,0.0,0.0,0.0,1.2687903,7.965833333333333,0.0,0.0,0.0,-46.93,385.4323367,0,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ ,- korting",0.0,,
11460,HollandseWind & Zon Extra en CO2-Gecompenseerd Gas Actie 1 jaar,1 jaar,10,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,1,-15.9304893326,-15.9304893326,15,25,[],Eneco,80.88,27.95,80.88,27.95,970.59,335.4,970.59,335.4,7.1,94,True,0.0,0.26186,0.24374,8.99,0.1823,0.1823,0.1823,0.0,0.0,0.0,0.1723,1.22136,8.99,0.0,0.0,0.0,-58.1014,393.50104,1,,"€ ,- korting",0.0,,C
13280,Groen uit Nederland Stroom & Gas 2 jaar Vast met Korting,2 jaar,75,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,24 maanden,False,False,True,True,True,,,2,0,-14.4526889458,-2.7826889458,4,8,"['Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 mei 2027.Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Vattenfall,79.53,26.6,67.86,14.93,954.38,319.19,814.38,179.19,0.0,0,False,0.0,0.302182,0.302182,9.9946,0.168,0.168,0.168,0.0,0.0,0.0,0.0,1.311467,7.986,0.0,0.0,0.0,-70.2868,389.472563,0,"Bij Vattenfall start een contract administratief gezien altijd op de eerste van de maand en eindigt het op de laatste dag van de maand. Dit betekent dat dit jaarcontract afloopt op 30 mei 2027.Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 280,- korting",280.0,140.0,
11438,Europese Groene Stroom en Europees gas 2 jaar vast,2 jaar,4,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,24 maanden,False,False,True,True,True,,,1,0,-20.8297396726,-20.8297396726,36,37,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract. \nGratis Stroom Cadeau in het weekend: Van 1 juni t/m 30 september 2025 krijgen Budget Energie klanten in het weekend tussen 12.00 en 17.00 uur Gratis Stroom. Activeer de actie in de Budget Thuis app, een slimme meter is verplicht. Lees de actievoorwaarden voor alle details.']",Budget Energy,82.91,29.98,82.91,29.98,994.92,359.73,994.92,359.73,7.1,2785,True,0.0,0.24326,0.24326,8.99,0.02,0.02,0.02,3.0,0.0,0.0,0.0,1.25617,8.99,0.0,0.0,0.0,-36.87,396.59913,0,,,,,
